"id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Satisfaction"
100251,"Male","disloyal Customer",35,"Business travel","Business",1053,2,2,2,4,2,2,2,2,5,2,4,4,5,2,27,46,"neutral"
116934,"Female","Loyal Customer",39,"Business travel","Business",304,5,5,5,5,2,5,4,5,5,5,5,4,5,4,3,3,"satisfied"
89246,"Male","Loyal Customer",51,"Personal Travel","Eco Plus",1947,1,4,0,1,5,0,1,5,4,2,3,3,5,5,11,0,"dissatisfied"
64416,"Male","Loyal Customer",36,"Business travel","Business",1158,3,3,3,3,3,4,4,5,5,5,5,5,5,4,0,0,"satisfied"
51158,"Male","Loyal Customer",48,"Personal Travel","Eco",250,4,4,4,3,1,4,1,1,4,2,5,5,5,1,0,23,"dissatisfied"
112399,"Female","Loyal Customer",47,"Business travel","Business",3240,1,1,1,1,2,4,5,4,4,4,4,4,4,3,12,2,"satisfied"
47561,"Female","Loyal Customer",67,"Personal Travel","Eco Plus",590,1,5,1,5,5,5,4,3,3,1,3,5,3,3,0,0,"neutral"
72490,"Female","Loyal Customer",40,"Business travel","Business",1705,1,1,1,1,5,4,5,4,4,4,4,4,4,3,0,0,"satisfied"
43715,"Female","Loyal Customer",16,"Personal Travel","Eco",257,1,2,0,2,2,0,2,2,2,5,3,4,2,2,0,0,"neutral"
67758,"Female","Loyal Customer",31,"Business travel","Eco",1242,3,5,5,5,3,3,3,3,1,4,4,2,4,3,0,0,"neutral"
42609,"Female","Loyal Customer",25,"Business travel","Business",2533,5,5,5,5,2,2,2,2,5,1,2,1,3,2,0,0,"satisfied"
117251,"Male","Loyal Customer",18,"Personal Travel","Eco",647,4,5,4,2,5,4,5,5,1,2,3,5,3,5,3,0,"neutral"
17491,"Male","Loyal Customer",26,"Business travel","Eco",352,3,5,5,5,3,3,1,3,4,3,4,2,4,3,108,99,"dissatisfied"
111393,"Female","Loyal Customer",33,"Personal Travel","Eco",1180,3,5,4,3,5,4,5,5,3,5,4,3,4,5,6,0,"neutral"
109135,"Female","Loyal Customer",50,"Business travel","Business",483,3,3,3,3,5,5,5,4,4,4,4,3,4,3,4,3,"satisfied"
59874,"Male","Loyal Customer",58,"Business travel","Business",2615,3,3,3,3,5,4,5,4,4,5,4,3,4,4,19,16,"satisfied"
4155,"Male","disloyal Customer",26,"Business travel","Eco",427,2,2,2,3,1,2,1,1,2,5,3,3,3,1,0,0,"neutral"
50995,"Male","Loyal Customer",11,"Personal Travel","Eco",110,2,2,2,3,2,2,2,2,2,4,4,3,4,2,70,64,"dissatisfied"
68202,"Female","Loyal Customer",44,"Personal Travel","Business",432,3,2,3,3,3,4,4,1,1,3,1,4,1,1,50,38,"neutral"
5425,"Female","Loyal Customer",56,"Business travel","Business",3668,5,5,5,5,5,5,5,4,4,4,4,4,4,3,0,9,"satisfied"
109061,"Male","Loyal Customer",44,"Business travel","Eco",1105,4,5,5,5,4,4,4,4,4,2,3,3,2,4,0,0,"dissatisfied"
107967,"Female","Loyal Customer",37,"Business travel","Business",825,1,1,1,1,3,4,4,3,3,4,3,3,3,3,8,0,"satisfied"
88731,"Male","Loyal Customer",7,"Personal Travel","Eco",406,4,4,4,2,4,4,1,4,3,4,4,4,4,4,0,9,"neutral"
15756,"Female","Loyal Customer",30,"Personal Travel","Eco",431,4,4,4,5,4,4,1,4,1,1,2,3,4,4,38,16,"dissatisfied"
32838,"Female","Loyal Customer",66,"Personal Travel","Eco",216,0,0,0,3,2,5,5,5,5,0,5,5,5,3,17,15,"satisfied"
28924,"Female","Loyal Customer",48,"Business travel","Eco",679,3,2,2,2,4,2,4,3,3,3,3,2,3,3,0,0,"satisfied"
77162,"Male","Loyal Customer",54,"Business travel","Eco",1450,3,4,4,4,3,3,3,3,3,4,4,2,3,3,63,92,"neutral"
112817,"Female","disloyal Customer",46,"Business travel","Business",1211,3,3,3,3,3,3,3,3,4,5,5,3,4,3,9,0,"dissatisfied"
57468,"Female","Loyal Customer",73,"Business travel","Eco Plus",334,2,2,2,2,1,3,3,2,2,2,2,3,2,4,0,0,"neutral"
35991,"Male","Loyal Customer",69,"Personal Travel","Eco",2496,2,2,1,4,1,1,1,2,1,3,4,1,2,1,0,28,"neutral"
77894,"Female","Loyal Customer",44,"Business travel","Business",3596,4,4,4,4,4,4,5,5,5,5,5,5,5,3,0,0,"satisfied"
18524,"Male","disloyal Customer",30,"Business travel","Eco",192,2,0,2,2,5,2,5,5,1,2,3,2,3,5,0,0,"dissatisfied"
38914,"Male","disloyal Customer",39,"Business travel","Eco",162,2,0,2,1,4,2,3,4,1,2,4,1,5,4,0,0,"neutral"
113507,"Male","Loyal Customer",75,"Business travel","Business",2576,4,5,5,5,4,2,3,4,4,4,4,4,4,3,5,4,"dissatisfied"
22901,"Male","Loyal Customer",58,"Personal Travel","Eco Plus",147,1,5,0,4,5,0,1,5,5,5,3,4,5,5,0,0,"neutral"
107678,"Male","Loyal Customer",43,"Business travel","Eco",251,4,4,1,1,5,4,5,5,3,1,3,2,3,5,0,0,"dissatisfied"
49436,"Female","Loyal Customer",39,"Business travel","Business",209,5,5,5,5,2,4,5,4,4,4,3,1,4,1,0,2,"satisfied"
47743,"Male","Loyal Customer",41,"Business travel","Business",329,5,5,5,5,1,1,5,4,4,4,4,4,4,2,0,0,"satisfied"
76219,"Female","Loyal Customer",32,"Business travel","Business",1399,1,1,1,1,4,4,4,4,4,4,4,5,4,4,0,0,"satisfied"
53294,"Female","Loyal Customer",33,"Business travel","Business",758,1,3,3,3,5,3,3,1,1,1,1,1,1,2,0,1,"neutral"
75493,"Male","Loyal Customer",39,"Business travel","Business",2585,1,2,1,1,3,3,5,4,4,4,4,3,4,3,3,0,"satisfied"
74151,"Female","Loyal Customer",36,"Business travel","Business",2046,4,1,1,1,2,3,4,4,4,3,4,1,4,2,0,62,"dissatisfied"
7178,"Female","Loyal Customer",31,"Business travel","Business",3650,2,4,4,4,2,2,2,2,4,4,3,3,4,2,69,103,"dissatisfied"
102192,"Male","Loyal Customer",41,"Business travel","Business",1953,2,2,2,2,2,5,4,2,2,3,2,5,2,4,0,0,"satisfied"
50373,"Female","disloyal Customer",38,"Business travel","Eco",209,1,0,1,4,4,1,4,4,3,3,2,4,1,4,13,33,"neutral"
88346,"Male","Loyal Customer",55,"Business travel","Business",240,2,2,2,2,4,2,3,2,2,3,2,3,2,2,14,9,"dissatisfied"
48674,"Male","Loyal Customer",51,"Business travel","Business",134,2,2,5,2,5,4,5,5,5,5,4,5,5,3,0,0,"satisfied"
128943,"Male","disloyal Customer",20,"Business travel","Eco",414,2,1,2,3,5,2,5,5,1,2,3,2,2,5,0,0,"neutral"
4688,"Female","Loyal Customer",58,"Personal Travel","Eco",489,2,3,2,1,3,1,2,1,1,2,1,4,1,4,0,0,"dissatisfied"
15773,"Female","Loyal Customer",62,"Business travel","Business",198,4,5,5,5,1,4,1,3,2,3,4,1,3,1,285,251,"neutral"
31302,"Female","Loyal Customer",23,"Business travel","Business",680,3,3,3,3,5,4,5,5,4,4,4,4,3,5,6,2,"satisfied"
39979,"Male","disloyal Customer",19,"Business travel","Eco",1404,2,2,2,4,2,2,2,2,1,3,3,2,4,2,40,34,"neutral"
71821,"Female","disloyal Customer",21,"Business travel","Eco",760,5,5,5,3,3,5,1,3,4,2,4,4,5,3,0,0,"satisfied"
30546,"Female","Loyal Customer",42,"Business travel","Business",896,3,3,3,3,3,3,4,5,5,5,5,4,5,2,8,8,"satisfied"
33918,"Female","Loyal Customer",62,"Personal Travel","Eco",636,1,5,1,5,2,4,4,2,2,1,2,4,2,4,0,3,"neutral"
81672,"Female","Loyal Customer",56,"Business travel","Business",3524,4,4,4,4,2,5,5,5,5,5,5,5,5,5,0,0,"satisfied"
101451,"Female","Loyal Customer",38,"Business travel","Business",345,1,1,1,1,3,5,5,5,5,4,5,5,5,4,0,0,"satisfied"
90372,"Male","Loyal Customer",60,"Business travel","Business",2438,1,1,1,1,4,5,4,4,4,4,4,5,4,3,0,0,"satisfied"
29519,"Female","Loyal Customer",36,"Business travel","Business",1870,3,3,3,3,2,1,3,4,4,4,4,4,4,4,0,0,"satisfied"
34677,"Male","Loyal Customer",30,"Business travel","Business",2525,0,0,0,2,4,4,4,4,5,3,3,5,5,4,14,22,"satisfied"
95440,"Female","Loyal Customer",41,"Business travel","Business",293,4,4,4,4,4,5,5,5,5,5,5,5,5,3,0,0,"satisfied"
99311,"Female","Loyal Customer",37,"Business travel","Business",337,5,5,5,5,3,4,5,3,3,4,3,5,3,3,6,0,"satisfied"
122766,"Female","disloyal Customer",37,"Business travel","Eco Plus",651,2,2,2,3,4,2,1,4,2,3,3,4,3,4,0,0,"dissatisfied"
45226,"Male","Loyal Customer",63,"Business travel","Eco",911,4,4,4,4,5,4,5,5,2,5,3,3,4,5,130,124,"neutral"
10216,"Female","Loyal Customer",24,"Business travel","Business",3332,2,2,2,2,5,4,5,5,4,2,5,3,5,5,61,69,"satisfied"
121975,"Female","Loyal Customer",51,"Business travel","Business",185,3,3,3,3,2,5,4,3,3,4,5,3,3,3,0,0,"satisfied"
93655,"Female","Loyal Customer",46,"Business travel","Eco Plus",547,2,2,2,2,2,4,4,2,2,2,2,1,2,1,3,0,"dissatisfied"
63909,"Male","disloyal Customer",35,"Business travel","Business",1172,3,3,3,3,5,3,2,5,3,5,3,4,4,5,0,6,"neutral"
14774,"Female","Loyal Customer",19,"Business travel","Business",2596,4,4,4,4,4,4,4,4,1,4,2,2,5,4,0,4,"satisfied"
71330,"Female","Loyal Customer",52,"Business travel","Business",1514,4,4,4,4,5,5,5,5,5,4,5,3,5,4,3,0,"satisfied"
18331,"Male","Loyal Customer",28,"Business travel","Business",625,5,5,5,5,5,5,5,5,2,1,1,3,5,5,21,9,"satisfied"
38188,"Female","Loyal Customer",7,"Personal Travel","Eco",1121,1,5,2,1,5,2,5,5,4,2,4,3,5,5,0,0,"neutral"
69647,"Female","Loyal Customer",48,"Business travel","Business",569,5,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0,"satisfied"
53841,"Female","Loyal Customer",45,"Business travel","Eco",191,1,1,1,1,3,3,4,1,1,1,1,1,1,2,0,0,"dissatisfied"
81053,"Male","Loyal Customer",13,"Personal Travel","Eco",1175,1,3,0,4,4,0,4,4,4,2,2,4,3,4,0,0,"neutral"
41865,"Male","Loyal Customer",25,"Personal Travel","Eco",483,3,1,3,4,5,3,5,5,4,5,4,5,5,5,5,0,"neutral"
122287,"Female","Loyal Customer",57,"Personal Travel","Eco",544,3,3,3,4,3,1,5,5,5,3,5,2,5,1,0,6,"neutral"
43595,"Male","Loyal Customer",37,"Business travel","Business",228,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,0,"satisfied"
109925,"Female","Loyal Customer",21,"Personal Travel","Eco",971,2,5,2,3,5,2,5,5,5,3,4,3,5,5,38,37,"neutral"
22382,"Female","disloyal Customer",23,"Business travel","Eco",238,3,1,2,3,5,2,5,5,1,4,2,4,3,5,0,7,"neutral"
66118,"Male","Loyal Customer",39,"Business travel","Business",583,3,3,3,3,4,4,5,4,4,4,4,5,4,3,66,61,"satisfied"
50447,"Female","Loyal Customer",76,"Business travel","Business",3689,0,4,0,2,3,2,5,1,1,3,3,1,1,3,0,0,"satisfied"
121109,"Female","Loyal Customer",11,"Personal Travel","Business",2521,3,5,3,4,1,3,1,1,3,4,5,5,4,1,0,0,"neutral"
105928,"Male","disloyal Customer",40,"Business travel","Business",1491,1,1,1,2,1,1,1,1,5,3,4,3,4,1,9,10,"dissatisfied"
79176,"Female","disloyal Customer",20,"Business travel","Business",2422,4,0,4,3,4,2,2,4,3,4,5,2,4,2,12,26,"satisfied"
47119,"Male","Loyal Customer",27,"Personal Travel","Eco",784,1,4,2,5,4,2,4,4,4,4,4,4,4,4,24,47,"neutral"
2008,"Male","Loyal Customer",40,"Personal Travel","Eco Plus",351,1,3,1,3,3,1,4,3,1,1,2,4,2,3,0,0,"dissatisfied"
122896,"Female","Loyal Customer",48,"Business travel","Business",2416,1,1,1,1,2,5,5,5,5,5,5,4,5,3,0,0,"satisfied"
82212,"Male","Loyal Customer",49,"Business travel","Business",405,4,4,1,4,4,5,5,4,4,4,4,5,4,4,0,0,"satisfied"
101063,"Male","Loyal Customer",60,"Business travel","Business",1723,2,2,2,2,3,4,4,2,2,2,2,1,2,4,0,0,"neutral"
31017,"Male","Loyal Customer",18,"Personal Travel","Eco",391,2,5,2,3,4,2,4,4,3,3,5,1,5,4,12,6,"dissatisfied"
84535,"Male","Loyal Customer",32,"Business travel","Business",2615,3,2,2,2,3,3,3,3,4,1,4,4,4,3,0,0,"dissatisfied"
73298,"Female","Loyal Customer",59,"Business travel","Business",2411,3,3,3,3,5,4,4,4,4,4,4,4,4,5,20,16,"satisfied"
25801,"Male","Loyal Customer",51,"Personal Travel","Eco",762,2,1,2,3,5,2,5,5,3,5,4,4,3,5,22,7,"neutral"
14824,"Male","Loyal Customer",50,"Personal Travel","Business",314,1,4,1,2,4,4,5,3,3,1,3,4,3,4,0,0,"dissatisfied"
9416,"Female","disloyal Customer",22,"Business travel","Eco",299,4,2,4,1,4,4,4,4,4,2,5,4,5,4,0,6,"satisfied"
44377,"Female","Loyal Customer",63,"Business travel","Eco",229,5,3,3,3,4,4,2,5,5,5,5,4,5,1,21,42,"satisfied"
76267,"Female","disloyal Customer",16,"Business travel","Eco",1927,1,1,1,4,5,1,4,5,1,4,4,3,3,5,55,36,"neutral"
48528,"Female","Loyal Customer",39,"Business travel","Eco",433,3,5,1,5,3,5,3,3,1,1,1,1,5,3,0,0,"satisfied"
109595,"Female","Loyal Customer",53,"Business travel","Business",2456,5,5,5,5,3,4,4,5,5,5,5,5,5,4,75,85,"satisfied"
24222,"Female","Loyal Customer",64,"Business travel","Business",2866,1,5,5,5,2,3,3,1,1,1,1,3,1,3,0,6,"dissatisfied"
80053,"Male","Loyal Customer",12,"Personal Travel","Eco",950,2,0,2,3,2,2,2,2,1,5,5,3,1,2,0,0,"neutral"
24658,"Female","Loyal Customer",34,"Business travel","Eco",861,2,5,5,5,2,2,2,2,2,2,4,1,3,2,0,7,"dissatisfied"
99938,"Male","Loyal Customer",62,"Personal Travel","Eco Plus",764,2,4,2,1,3,2,5,3,4,3,4,5,5,3,6,20,"dissatisfied"
5480,"Male","Loyal Customer",60,"Personal Travel","Eco Plus",265,2,1,0,3,3,0,3,3,4,4,3,1,4,3,0,32,"neutral"
2311,"Female","disloyal Customer",22,"Business travel","Eco",272,1,2,1,4,4,1,4,4,4,1,3,1,3,4,0,0,"neutral"
49488,"Male","disloyal Customer",39,"Business travel","Eco",156,2,5,2,1,5,2,5,5,3,1,1,3,1,5,0,0,"neutral"
33962,"Male","Loyal Customer",47,"Business travel","Business",1576,5,5,5,5,2,4,5,4,4,4,4,4,4,3,0,0,"satisfied"
33154,"Male","Loyal Customer",64,"Personal Travel","Eco",163,3,5,3,2,2,3,2,2,4,4,4,3,4,2,0,9,"neutral"
50043,"Male","Loyal Customer",46,"Business travel","Eco",89,5,1,1,1,5,5,5,5,1,1,2,3,5,5,0,0,"satisfied"
99292,"Female","disloyal Customer",21,"Business travel","Business",935,4,0,4,1,1,4,1,1,5,4,4,5,5,1,7,0,"satisfied"
60629,"Male","Loyal Customer",51,"Business travel","Business",1620,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,0,"satisfied"
1006,"Male","Loyal Customer",57,"Business travel","Business",2116,4,2,4,4,3,1,2,5,5,4,4,1,5,1,0,0,"satisfied"
45937,"Female","Loyal Customer",63,"Personal Travel","Eco",563,2,2,1,4,2,3,3,2,2,1,2,2,2,1,46,66,"neutral"
42103,"Female","Loyal Customer",28,"Business travel","Business",1910,1,1,1,1,4,4,4,4,1,1,3,4,5,4,30,28,"satisfied"
78984,"Female","Loyal Customer",32,"Business travel","Business",377,4,3,3,3,4,4,4,4,2,3,4,1,3,4,0,0,"dissatisfied"
4262,"Female","disloyal Customer",25,"Business travel","Business",502,5,4,5,2,1,5,1,1,5,3,5,5,4,1,0,0,"satisfied"
21406,"Male","disloyal Customer",23,"Business travel","Eco",356,4,1,4,3,5,4,5,5,3,2,5,4,5,5,20,13,"satisfied"
41448,"Female","Loyal Customer",52,"Business travel","Business",1504,4,4,4,4,5,4,5,4,4,4,4,4,4,4,12,4,"satisfied"
63835,"Female","Loyal Customer",49,"Business travel","Business",1172,4,4,4,4,3,4,4,4,4,5,4,3,4,5,0,3,"satisfied"
123487,"Female","disloyal Customer",21,"Business travel","Business",1032,4,2,4,3,3,4,3,3,4,4,5,3,5,3,16,0,"satisfied"
117385,"Female","disloyal Customer",32,"Business travel","Business",912,3,3,3,4,3,3,3,3,3,4,5,4,4,3,0,0,"dissatisfied"
71410,"Female","Loyal Customer",56,"Business travel","Business",1829,1,3,3,3,3,4,4,1,1,1,1,1,1,2,0,0,"dissatisfied"
59544,"Male","Loyal Customer",24,"Business travel","Business",787,3,3,3,3,5,5,5,5,3,4,5,4,5,5,58,50,"satisfied"
72808,"Female","Loyal Customer",59,"Personal Travel","Eco",1045,2,5,2,4,3,5,4,4,4,2,4,4,4,4,0,0,"dissatisfied"
126242,"Male","Loyal Customer",69,"Business travel","Business",3044,4,4,3,4,3,4,3,1,1,1,4,2,1,3,0,0,"dissatisfied"
80210,"Female","Loyal Customer",60,"Personal Travel","Eco Plus",2475,1,1,1,3,1,5,4,4,1,4,3,4,4,4,0,0,"dissatisfied"
8645,"Female","Loyal Customer",39,"Business travel","Business",2977,3,1,3,3,5,5,5,4,4,4,4,4,4,3,0,19,"satisfied"
874,"Male","disloyal Customer",20,"Business travel","Business",134,0,0,0,3,3,0,3,3,3,3,5,4,5,3,66,67,"satisfied"
70070,"Female","Loyal Customer",38,"Personal Travel","Business",460,3,5,3,4,3,5,4,4,4,3,4,4,4,3,0,0,"neutral"
17705,"Male","Loyal Customer",39,"Business travel","Business",311,2,3,4,3,2,4,4,2,2,2,2,3,2,2,0,6,"neutral"
107344,"Female","disloyal Customer",23,"Business travel","Business",632,4,5,3,4,3,3,4,3,4,4,5,4,4,3,24,19,"satisfied"
30131,"Male","Loyal Customer",20,"Personal Travel","Eco",95,3,4,3,3,4,3,4,4,2,4,2,1,2,4,0,0,"neutral"
53658,"Male","Loyal Customer",41,"Business travel","Business",1981,5,5,5,5,3,4,4,4,4,4,4,3,4,3,0,0,"satisfied"
67557,"Female","Loyal Customer",40,"Business travel","Business",3444,1,1,1,1,2,5,5,4,4,4,4,5,4,3,32,21,"satisfied"
102660,"Male","disloyal Customer",37,"Business travel","Business",255,5,5,5,2,4,5,4,4,5,4,5,5,4,4,3,0,"satisfied"
43559,"Male","Loyal Customer",45,"Business travel","Eco",637,5,5,4,4,5,5,5,5,5,4,3,2,3,5,0,0,"satisfied"
6639,"Male","Loyal Customer",43,"Business travel","Business",416,3,3,3,3,2,5,4,5,5,5,5,3,5,3,50,56,"satisfied"
29807,"Male","Loyal Customer",35,"Business travel","Business",3483,3,3,3,3,4,2,2,4,4,4,4,5,4,4,0,5,"satisfied"
45282,"Female","Loyal Customer",36,"Business travel","Eco",188,4,4,4,4,4,4,4,4,3,2,5,4,4,4,0,0,"satisfied"
109759,"Female","Loyal Customer",18,"Personal Travel","Eco Plus",587,1,4,1,1,5,1,5,5,4,2,4,5,5,5,0,0,"neutral"
1602,"Female","Loyal Customer",10,"Personal Travel","Eco",140,3,0,0,1,1,0,1,1,3,5,5,4,5,1,35,24,"dissatisfied"
121981,"Male","Loyal Customer",38,"Business travel","Business",130,2,2,2,2,3,5,5,5,5,4,4,3,5,5,0,0,"satisfied"
97454,"Male","Loyal Customer",54,"Business travel","Business",670,3,3,3,3,4,4,5,4,4,4,4,4,4,4,0,7,"satisfied"
94877,"Male","Loyal Customer",68,"Business travel","Business",3939,1,5,5,5,3,3,2,1,1,1,1,1,1,1,17,16,"neutral"
53584,"Male","Loyal Customer",34,"Business travel","Business",391,3,3,3,3,1,4,1,4,4,4,4,1,4,4,75,67,"satisfied"
83369,"Male","Loyal Customer",72,"Business travel","Business",1124,5,4,4,4,3,2,3,5,5,4,5,1,5,4,24,11,"dissatisfied"
82974,"Male","disloyal Customer",20,"Business travel","Business",1127,4,0,4,3,5,4,5,5,3,5,5,5,5,5,21,20,"satisfied"
4723,"Female","Loyal Customer",45,"Business travel","Business",3542,1,1,2,1,3,4,4,1,1,1,1,4,1,2,0,0,"neutral"
36167,"Male","Loyal Customer",53,"Business travel","Eco",1674,3,1,1,1,3,3,3,3,1,1,2,4,2,3,7,0,"dissatisfied"
104027,"Male","Loyal Customer",50,"Business travel","Business",1262,4,4,4,4,2,5,5,5,5,4,5,5,5,4,25,52,"satisfied"
52230,"Female","disloyal Customer",46,"Business travel","Eco",370,0,5,0,5,2,0,2,2,4,3,4,4,5,2,0,0,"satisfied"
125870,"Male","Loyal Customer",47,"Business travel","Business",993,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0,0,"satisfied"
129170,"Female","Loyal Customer",47,"Personal Travel","Eco",954,1,1,0,3,1,4,3,4,4,0,4,3,4,4,0,0,"neutral"
5322,"Female","Loyal Customer",68,"Personal Travel","Eco Plus",383,2,5,2,3,5,4,3,4,4,2,4,4,4,2,0,0,"neutral"
49002,"Male","Loyal Customer",49,"Business travel","Eco",109,5,1,1,1,5,5,5,5,3,2,5,3,3,5,0,2,"satisfied"
26860,"Female","disloyal Customer",39,"Business travel","Business",224,4,4,4,3,5,4,5,5,2,4,2,4,5,5,0,2,"dissatisfied"
67631,"Male","Loyal Customer",53,"Business travel","Business",1188,4,4,4,4,4,4,4,4,4,4,4,3,4,5,0,0,"satisfied"
119458,"Female","Loyal Customer",57,"Personal Travel","Business",759,2,4,2,3,4,4,4,4,4,2,4,3,4,4,0,41,"neutral"
33441,"Female","Loyal Customer",57,"Personal Travel","Eco",2355,4,4,4,1,4,3,2,4,4,3,5,2,4,2,0,11,"dissatisfied"
109549,"Female","Loyal Customer",31,"Personal Travel","Eco",951,3,4,3,1,4,3,4,4,1,1,4,4,2,4,3,3,"neutral"
35968,"Female","Loyal Customer",7,"Personal Travel","Eco",231,1,5,1,1,4,1,2,4,5,4,5,3,3,4,0,0,"dissatisfied"
28491,"Female","disloyal Customer",9,"Business travel","Eco",1050,2,3,3,4,2,4,4,4,5,3,4,4,2,4,0,12,"neutral"
57681,"Female","Loyal Customer",53,"Business travel","Business",1769,3,3,3,3,4,4,4,5,5,5,5,3,5,3,3,0,"satisfied"
89347,"Female","disloyal Customer",60,"Business travel","Eco",1587,1,1,1,3,2,1,2,2,3,3,3,2,3,2,0,11,"neutral"
125138,"Female","Loyal Customer",51,"Business travel","Business",1765,1,1,1,1,3,4,5,4,4,4,4,3,4,4,0,0,"satisfied"
31921,"Female","disloyal Customer",24,"Business travel","Eco",101,2,0,3,3,5,3,5,5,4,4,4,4,5,5,0,0,"neutral"
19811,"Female","disloyal Customer",38,"Business travel","Eco",413,1,3,2,4,2,2,2,5,5,3,3,2,3,2,185,176,"dissatisfied"
112739,"Female","Loyal Customer",59,"Business travel","Business",723,5,5,5,5,2,5,4,4,4,4,4,3,4,4,7,0,"satisfied"
119777,"Female","Loyal Customer",42,"Business travel","Business",2666,2,1,1,1,4,4,4,2,2,3,2,2,2,1,2,54,"dissatisfied"
86678,"Male","Loyal Customer",31,"Business travel","Eco Plus",952,2,1,1,1,2,2,2,2,1,4,4,1,4,2,0,0,"neutral"
50355,"Female","disloyal Customer",24,"Business travel","Eco",86,5,0,5,4,3,5,4,3,4,2,5,3,3,3,0,0,"satisfied"
96120,"Male","Loyal Customer",15,"Business travel","Business",1848,5,5,5,5,5,5,5,5,5,2,4,3,5,5,68,63,"satisfied"
67551,"Male","Loyal Customer",43,"Personal Travel","Business",1235,1,5,1,1,1,1,4,3,3,1,5,4,3,5,0,0,"neutral"
96815,"Female","Loyal Customer",47,"Business travel","Business",816,3,3,3,3,2,4,4,5,5,5,5,4,5,5,2,0,"satisfied"
92004,"Male","Loyal Customer",52,"Business travel","Business",1589,1,1,1,1,3,4,5,3,3,3,3,3,3,5,0,0,"satisfied"
71904,"Male","Loyal Customer",19,"Personal Travel","Eco",1846,1,5,1,2,2,1,2,2,4,1,4,1,4,2,0,0,"neutral"
75614,"Male","Loyal Customer",48,"Personal Travel","Eco",337,3,4,3,3,4,3,4,4,4,2,4,4,5,4,0,5,"dissatisfied"
27879,"Female","Loyal Customer",40,"Personal Travel","Eco Plus",1448,2,2,2,4,2,2,1,2,4,2,4,1,4,2,9,0,"neutral"
26988,"Male","Loyal Customer",36,"Business travel","Eco",867,4,3,3,3,4,4,4,4,5,4,4,5,5,4,0,0,"satisfied"
77474,"Female","Loyal Customer",26,"Personal Travel","Eco",507,3,4,3,3,5,3,3,5,3,5,4,1,4,5,2,0,"dissatisfied"
115298,"Female","Loyal Customer",67,"Business travel","Eco",325,2,1,1,1,3,3,4,2,2,2,2,3,2,4,74,72,"dissatisfied"
35101,"Male","Loyal Customer",39,"Business travel","Business",3745,1,1,1,1,2,1,3,4,4,4,4,1,4,2,0,0,"satisfied"
97765,"Female","Loyal Customer",46,"Business travel","Eco Plus",587,2,4,4,4,3,4,3,2,2,2,2,1,2,1,57,60,"dissatisfied"
6387,"Female","Loyal Customer",36,"Business travel","Business",3937,4,5,5,5,5,4,3,4,4,4,4,3,4,3,10,5,"dissatisfied"
115025,"Female","Loyal Customer",46,"Business travel","Business",446,5,5,5,5,2,4,4,4,4,4,4,4,4,4,31,28,"satisfied"
122658,"Female","Loyal Customer",44,"Business travel","Business",361,3,1,3,3,2,4,5,5,5,5,5,4,5,4,0,0,"satisfied"
77767,"Female","Loyal Customer",45,"Personal Travel","Eco",689,3,4,3,4,4,4,5,3,3,3,3,3,3,4,23,7,"dissatisfied"
5738,"Male","Loyal Customer",48,"Personal Travel","Eco Plus",234,3,4,3,1,5,3,3,5,3,3,4,5,5,5,0,0,"dissatisfied"
12531,"Male","disloyal Customer",45,"Business travel","Eco",788,2,2,2,4,2,2,1,2,4,4,5,1,1,2,0,0,"dissatisfied"
116419,"Female","Loyal Customer",50,"Personal Travel","Eco",325,5,2,5,3,3,2,3,5,5,5,5,1,5,3,0,0,"satisfied"
92919,"Male","Loyal Customer",49,"Business travel","Business",134,4,1,4,1,2,4,4,3,3,3,4,1,3,1,24,48,"dissatisfied"
88390,"Female","Loyal Customer",39,"Business travel","Eco",404,1,5,5,5,1,1,1,1,2,2,4,4,3,1,0,0,"neutral"
124923,"Male","disloyal Customer",25,"Business travel","Eco",728,2,2,2,3,5,2,5,5,4,3,4,5,2,5,2,5,"dissatisfied"
114396,"Female","Loyal Customer",47,"Business travel","Business",333,0,0,0,2,2,4,4,2,2,2,2,5,2,4,0,0,"satisfied"
82233,"Male","Loyal Customer",64,"Personal Travel","Eco",405,3,5,3,5,3,3,3,3,5,5,5,4,5,3,83,74,"neutral"
7080,"Female","Loyal Customer",43,"Business travel","Business",2728,1,3,4,3,4,2,2,2,2,2,1,4,2,2,10,7,"neutral"
53339,"Male","Loyal Customer",29,"Business travel","Eco",1452,5,3,3,3,5,5,5,5,4,3,4,3,5,5,2,5,"satisfied"
25126,"Female","Loyal Customer",65,"Personal Travel","Business",1249,3,5,3,2,4,4,4,3,3,3,3,4,3,5,40,44,"dissatisfied"
84629,"Female","Loyal Customer",58,"Personal Travel","Eco",669,2,4,2,1,3,4,5,4,4,2,4,5,4,4,6,0,"dissatisfied"
